,date,tweet,location
531,2020-05-09,"Breaking: 
Israel IIBR (Israel institute for Biological Research) completes development phase of Covid-19 - Vaccine… https://t.co/LxA9OmmbsE","Ghaziabad, India"
532,2020-05-09,"#PMModi reviews status of #India's efforts to develop a #COVID19Vaccine. #IndiaFightsCOVID19

https://t.co/zMmyjAaiRa",
533,2020-05-09,"RT @pratidintime: #WORLD | Italy Claims World's First COVID-19 Vaccine
#WorldNews #HealthNews #COVID19 #COVID19Vaccine #Italy
https://t.co/…","Guwahati, India"
534,2020-05-09,"#WORLD | Italy Claims World's First COVID-19 Vaccine
#WorldNews #HealthNews #COVID19 #COVID19Vaccine #Italy
https://t.co/4148HhrcXn","Guwahati, India"
535,2020-05-09,"RT @connie9888: Pfizer BioNTech SE dose first U.S. subject w/ #covid19vaccine 
#biotech https://t.co/L0uurdzaTA","Stockholm, Sweden"
536,2020-05-09,"Pfizer BioNTech SE dose first U.S. subject w/ #covid19vaccine 
#biotech https://t.co/L0uurdzaTA",San Diego
537,2020-05-09,"RT @SharryWilson: Dr. Rick Bright, the ousted director of BARDA, has filed an official whistleblower complaint.
#DrRickBright #BARDA #HHS #…","Chicago, IL"
538,2020-05-09,Thank you @DrLarryMarshall and @CSIRO for your organisation's leadership in #COVID19vaccine development #pathogen… https://t.co/t09Jfi78Vu,
539,2020-05-09,"RT @SharryWilson: Dr. Rick Bright, the ousted director of BARDA, has filed an official whistleblower complaint.
#DrRickBright #BARDA #HHS #…","Chicago, IL"
540,2020-05-09,"Inside the extraordinary &amp; risky race to invent a #CoronavirusVaccine!
 https://t.co/Q4swbD4ZaW #Vaccines #Vaccine… https://t.co/vA1zEOUsr6","Washington, DC 20009"
541,2020-05-09,RT @weijmarshausen: Exciting update on Humane Genomics COVID19 vaccine. https://t.co/cJgUKnr90s Working as designed. Proud of the team. #CO…,United States
542,2020-05-09,"@NYGovCuomo @gatesfoundation If you think about opening schools, Please make sure high risk families or those who c… https://t.co/UG2RTHq2QM",
543,2020-05-09,"RT @SharryWilson: Dr. Rick Bright, the ousted director of BARDA, has filed an official whistleblower complaint.
#DrRickBright #BARDA #HHS #…","Ontario, Canada"
544,2020-05-09,"Yep, a lot of details in this immense enterprise.

#COVID19Vaccine #Pharma #Gilead https://t.co/oclUaLN50E",
545,2020-05-09,"RT @Bobssxdj: Is this seriously continuing. We dont need vaccines! We have hydrochloriquine, vitamins and UV light therapy why aren't we fu…",United States
546,2020-05-09,"Is this seriously continuing. We dont need vaccines! We have hydrochloriquine, vitamins and UV light therapy why ar… https://t.co/bz8rF1J4TJ",Belgium 
547,2020-05-09,"If you think those human trials for the #COVID19vaccine haven’t already started without notification...

Then you’v… https://t.co/M5DGyyARe7",
548,2020-05-09,The #COVID19vaccine trial I'm a part of is this one lead by the @UniofOxford- making a ChAdOx-1 vaccine and testing… https://t.co/24x1rzUIzh,
549,2020-05-09,"RT @SharryWilson: Dr. Rick Bright, the ousted director of BARDA, has filed an official whistleblower complaint.
#DrRickBright #BARDA #HHS #…",laguna beach 
550,2020-05-09,@Twitter where is #Israel #COVID19vaccine news from trend. Isn't removed from India? Why? https://t.co/v1QkuVwg6W,
551,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,Calicut
552,2020-05-09,RT @ChemoMetec: We’re continuing to support research and therapy development to fight #COVID19. See how we can support your work: https://t…,Calicut
553,2020-05-09,"Making #COVID19vaccine wud b even bigger thn expected gains if supply chains shift frm CHN 2 IND.

#GOI shd promise… https://t.co/kfH1acq4gZ","Gurgaon, India"
554,2020-05-09,COVID-19 https://t.co/dWPu1Rqjji now includes information on 101 vaccine candidates being developed across 21 count… https://t.co/I719FmmJVL,
555,2020-05-09,"RT @SharryWilson: Dr. Rick Bright, the ousted director of BARDA, has filed an official whistleblower complaint.
#DrRickBright #BARDA #HHS #…",
556,2020-05-09,"Dr. Rick Bright, the ousted director of BARDA, has filed an official whistleblower complaint.
#DrRickBright #BARDA… https://t.co/3ZWOAdKWNl","Toronto, Ontario, CANADA"
557,2020-05-09,"Breaking News:
Italy Claims World First Vaccine...It will be  Soon Go For Human Trail...I Hope,It will be Get Succe… https://t.co/s1PBQQgZeM","Surat, India"
558,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Ibadan, Nigeria"
559,2020-05-09,@Rectitude20 True! It seems as if no one is concerned with the terrible facts associated with Vaccines.… https://t.co/x0vUguoa5n,United States
560,2020-05-09,"Covid-19 trial: 'We’ll know soon if TB vaccine we all got gives protection'

(""If in one year we can’t see a differ… https://t.co/9axm6Mf7yo","Cape Town, South Africa"
561,2020-05-09,"Lay person: Can you be immune to this #coronavirus  ?

Expert: oh we don’t know that, jury’s not out.

Lay Person:… https://t.co/TCbdPmdLFx","Mississippi, USA"
562,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","UCH, Ibadan."
563,2020-05-09,"RT @goyalsanjeev: As #Covid19Vaccine trials going on many countries, a significant development has come from #Israel who claims to have dev…",
564,2020-05-09,"Hope it will be work well.🤗
#covid19vaccine #Israel #GoodNews https://t.co/9tfiNHzbs4",
565,2020-05-09,"Covid-19 trial:

'We’ll know soon if TB vaccine we all got gives protection' https://t.co/dWyZYJQTXp #Covid19Vaccine","Cape Town, South Africa"
566,2020-05-09,First Trial Begins #COVID19Vaccine: https://t.co/K2QiFaqQHI,"Monroe County, IN"
567,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Ibadan, Lagos, Nigeria. "
568,2020-05-09,Pfizer begins experimental vaccine trials on U.S. patients #COVID19vaccine  https://t.co/pb1ZET3Cje,"Wisconsin, USA"
569,2020-05-09,RT @qatarday: US company to produce millions of coronavirus vaccine doses by 2020's end #coronavirus #COVIDー19 #coronavirusvaccine #usaCoro…,
570,2020-05-09,"@OFemmeFataleZ Who will get the Covid19 #vaccine first?
Who will get the #Covid19vaccine last?
The idea of “Social… https://t.co/w4UHe6OxcS","Dallas, TX"
571,2020-05-09,"RT @goyalsanjeev: As #Covid19Vaccine trials going on many countries, a significant development has come from #Israel who claims to have dev…",
572,2020-05-09,Exciting update on Humane Genomics COVID19 vaccine. https://t.co/cJgUKnr90s Working as designed. Proud of the team. #COVID19 #COVID19vaccine,New York
573,2020-05-09,"RT @goyalsanjeev: As #Covid19Vaccine trials going on many countries, a significant development has come from #Israel who claims to have dev…",bharath
574,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria
575,2020-05-09,"RT @goyalsanjeev: As #Covid19Vaccine trials going on many countries, a significant development has come from #Israel who claims to have dev…",
576,2020-05-09,"RT @goyalsanjeev: As #Covid19Vaccine trials going on many countries, a significant development has come from #Israel who claims to have dev…",
577,2020-05-09,"As #Covid19Vaccine trials going on many countries, a significant development has come from #Israel who claims to ha… https://t.co/dN5wp58hh1",India
578,2020-05-09,Vaccination 💉 is the only way to win the war against Covid19 - Dr. Kayer Alabi 🇳🇬/🇬🇧 #COVID19 #coronavirus… https://t.co/bviNhYT7t8,
579,2020-05-09,Vaccination 💉 is the only way to win the war against Covid19 - Dr. Kayer Alabi 🇳🇬/🇬🇧 #COVID19 #coronavirus… https://t.co/Daou0DnTSD,
580,2020-05-09,"🎦""The Road To a Vaccine"" is LIVE now⬇️ #COVID19 #COVID19vaccine https://t.co/FaB87CWncO",
581,2020-05-09,"Israel research team gets a step closer to developing a Covid-19 vaccine
#Israelresearchteam #COVID19vaccine #IIBR… https://t.co/GfVG5I4psh","worldwide, India, UAE, KSA"
582,2020-05-09,I just heard on @TimesNow by @RShivshankar that new vaccine has been successfully made for #COVID19 in Italy in Rom… https://t.co/MQ57s4OPYi,"Udaipur, Rajasthan"
583,2020-05-09,"RT @NewsBytesApp: #COVID19: 5 promising vaccine candidates currently in trial #COVID19Vaccine 
https://t.co/NUDE92jVTF",India
584,2020-05-09,"#COVID19: 5 promising vaccine candidates currently in trial #COVID19Vaccine 
https://t.co/NUDE92jVTF","Gurgaon, Haryana"
585,2020-05-09,PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus.… https://t.co/YnKsfT0PcB,"Gurgaon, Haryana"
586,2020-05-09,ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the im… https://t.co/jvAuJWT9N6,"Gurgaon, Haryana"
587,2020-05-09,INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the… https://t.co/OAPf2I7oNa,"Gurgaon, Haryana"
588,2020-05-09,mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the bo… https://t.co/Yq4e27cRPU,"Gurgaon, Haryana"
589,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Kalakuta
590,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Lagos State, Nigeria"
591,2020-05-09,"RT @travelwithrandy: @CanadianPM Thank you Mr Prime Minister @JustinTrudeau for continuing to represent &amp; protect Canadians with strong, de…",Ontario Canada 
592,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",
593,2020-05-09,"The global #COVID19vaccine R&amp;D landscape includes 115 vaccine candidates, of which 78 are confirmed as active.… https://t.co/aD40u2grHw","Northbrook, IL"
594,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","UCH, Ibadan"
595,2020-05-09,"""We’re assuming healthcare workers are most at risk… We’ll be observing them… we’ll send the data to a centre in Eu… https://t.co/qpmDb6Q442","Cape Town, South Africa"
596,2020-05-09,Your lab /  #nonprofit /  start-ups working on #COVID19Treatment or #Covid19Vaccine development - Check out… https://t.co/M5Hs393n8r,Israel
597,2020-05-09,"#Pfizer, #BioNTech begin human #coronavirusvaccine trial in US https://t.co/u451LtilgN $PFE $SPY $DIA $QQQ $IWM… https://t.co/0Zx62kl1qN","Irvine, CA"
598,2020-05-09,This is an amazing news. Kudos to Israel. Let's hope this works out fine and world gets to heal finally.… https://t.co/E6ui1EHUDk,Planet Earth
599,2020-05-09,"On Monday, Naftali Bennett, the Defence Minister of Israel said that he has observed a major breakthrough by the bi… https://t.co/qgfMB0okzT",
600,2020-05-09,"Keeping hopes alive in these dark times. I hope this is ""THE"" #vaccine.

#coronavirus #COVID19vaccine… https://t.co/Qu4nJeOCZZ",Mumbai
601,2020-05-09,"NEW: Microbiologist David Garner weighs up the various scenarios for managing the COVID-19 pandemic in the UK, focu… https://t.co/KqpF43JGlM",United Kingdom
602,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Ibadan, Nigeria"
603,2020-05-09,Almost everybody alive in South Africa today got this TB vaccine. https://t.co/dWyZYJQTXp #COVID19vaccine,"Cape Town, South Africa"
604,2020-05-09,"RT @MacomX2: So the SAn government chose to pledge over R1million in Bill &amp; Melinda Foundation for #COVID19vaccine, meanwhile...

#day40ofl…",
605,2020-05-09,"RT @MacomX2: So the SAn government chose to pledge over R1million in Bill &amp; Melinda Foundation for #COVID19vaccine, meanwhile...

#day40ofl…",NARmusiQ HQ
606,2020-05-09,"So the SAn government chose to pledge over R1million in Bill &amp; Melinda Foundation for #COVID19vaccine, meanwhile...… https://t.co/Bd95G6YIT1","Mpumalanga, Mzansi🇿🇦"
607,2020-05-09,"RT @ANN_Newsable: Even as millions world over continue to get infected by the deadly #COVIDー19 virus, countries are scrambling to develop a…","Jamnagar, Delhi, Gandhinagar"
608,2020-05-09,"@DanielJHemel Congress passed a ""liability shield"" for drug companies in the '80s and created the  National Vaccine… https://t.co/ztudRoW80C","Westchester, New York"
609,2020-05-09,"#Israel did it.
https://t.co/1EOoGrc2Jk
Develop's possible #COVIDー19 Vaccine.
#COVID19vaccine",
610,2020-05-09,World is waiting for COVID19 vaccine ... what anti-vaxxers are waiting for? #Covid_19australia #covid19vaccine #COVID19 #antivaxxers,"Brisbane, Australia"
611,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",The Ugly Island.
612,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…","Abuja, Nigeria "
613,2020-05-09,RT @RugyendoQuotes: Uganda President @KagutaMuseveni reveals in his 13th #M7Address that Ugandan Scientists have started working on a #COVI…,"Kampala, Uganda"
614,2020-05-09,RT @ChemoMetec: We’re continuing to support research and therapy development to fight #COVID19. See how we can support your work: https://t…,Denmark
615,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Akwa Ibom, Nigeria"
616,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",
617,2020-05-09,That’s a major breakthrough! Definitely believe this could be a miracle drug.#COVID19 #COVID19vaccine https://t.co/PTPUmJk5jM,"Hyderabad, India"
618,2020-05-09,RT @Punjabupdate: Canada joins in global effort to develop COVID-19 vaccine #JustinTrudeau #COVID19Vaccine #EuropeanUnion #BreakingNews #In…,
619,2020-05-09,Canada joins in global effort to develop COVID-19 vaccine #JustinTrudeau #COVID19Vaccine #EuropeanUnion… https://t.co/pM6bq09BaF,Chandigarh
620,2020-05-09,"RT @ellietheelement: No *you* forgot how terrible 9am meetings are 😑

I’m gonna be part of the #COVID19vaccine trial that’s taking place at…","Surrey, et al."
621,2020-05-09,"RT @ellietheelement: No *you* forgot how terrible 9am meetings are 😑

I’m gonna be part of the #COVID19vaccine trial that’s taking place at…","London, England"
622,2020-05-09,"#Israel Devloped #CoronaVaccine!
#COVID19vaccine 
https://t.co/Vf6zuy2eqJ","Bhubaneshwar, India"
623,2020-05-09,"No *you* forgot how terrible 9am meetings are 😑

I’m gonna be part of the #COVID19vaccine trial that’s taking place… https://t.co/4leFM0z0jr",
624,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Lagos, Nigeria"
625,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","London Colney, East"
626,2020-05-09,This indeed is a big breakthrough #COVID19vaccine https://t.co/hV38ymvTlC #CoronavirusOutbreak #COVIDー19 #COVID19,"Bengaluru, India"
627,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Kaduna, Nigeria | St. Louis, MO"
628,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria
629,2020-05-09,I came across this interesting article about how #ForeignIntelligenceServices are targeting the #scientific researc… https://t.co/sE5hQOsua7,"London, England"
630,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","lagos, Nigeria"
631,2020-05-09,RT @RugyendoQuotes: Uganda President @KagutaMuseveni reveals in his 13th #M7Address that Ugandan Scientists have started working on a #COVI…,"UGANDA,EAST AFRICA"
632,2020-05-09,"#COVID19
#COVID19VACCINE
There Might Be No VACCINE For Coronavirus Like HIV, DENGUE: Experts","Badgam , IOK"
633,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",
634,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria
635,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Lagos, Nigeria"
636,2020-05-09,There may never be a Covid-19 vaccine: WHO coronavirus expert #COVID19Vaccine #WorldHealthOrganisation #Coronavirus https://t.co/pZrpLD6roi,Hyderabad
637,2020-05-09,US company to produce millions of coronavirus vaccine doses by 2020's end #coronavirus #COVIDー19… https://t.co/TyeoxhwMgP,"Doha, Qatar"
638,2020-05-09,"RT @DhawalPandya6: Is it true ? @IsraeliPM @IsraelinIndia 
#Israel made the #COVID19vaccine ?
 https://t.co/xifrZeZtY4

#वैक्सीन_बना #vacci…","इंदौर, भारत"
639,2020-05-09,"Is it true ? @IsraeliPM @IsraelinIndia 
#Israel made the #COVID19vaccine ?
 https://t.co/xifrZeZtY4

#वैक्सीन_बना #vaccine","Hisar, India"
640,2020-05-09,"RT @travelwithrandy: @CanadianPM Thank you Mr Prime Minister @JustinTrudeau for continuing to represent &amp; protect Canadians with strong, de…",Coquitlam British Columbia
641,2020-05-09,"RT @travelwithrandy: @CanadianPM Thank you Mr Prime Minister @JustinTrudeau for continuing to represent &amp; protect Canadians with strong, de…",N.B Canada
642,2020-05-09,For the first hand #Covid19Vaccine info: $INO $MRNA #UnivOxford. $IBB $XBI @OnTheMoney #MadMoneyOnCNBC https://t.co/lWPv9aWIDE,
643,2020-05-09,"Major breakthrough!

#COVIDー19 #covid19vaccine
 https://t.co/FWGskw1pi3",Bengaluru
644,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",
645,2020-05-09,"@CanadianPM Thank you Mr Prime Minister @JustinTrudeau for continuing to represent &amp; protect Canadians with strong,… https://t.co/y99JHhXhvK",Toronto 🇨🇦 / Melbourne 🇦🇺
646,2020-05-09,@APDN When is the human clinical trial starting and when to expect the first results of phase 1 ? Thanks a lot!… https://t.co/lnHS8zPx5Q,"Boston, MA"
647,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",
648,2020-05-09,"2021 is the expected time for CoVid19 vaccine...#vaccine, #covid19vaccine, #coronavaccine https://t.co/5dnmiqQrb2",Singapore
649,2020-05-09,"“I am proud of the institute staff for this terrific breakthrough,” said Bennett. “Their creativity and the Jewish… https://t.co/yqS4Em8SNq","Nashville, TN"
650,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",
651,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",
652,2020-05-09,RT @ChemoMetec: We’re continuing to support research and therapy development to fight #COVID19. See how we can support your work: https://t…,"Bristol, England"
653,2020-05-09,"@VigyanPrasar @RenuSwarup @DBTIndia @IndiaDST @Ashutos61 @nakulparashar Very informative, Ma'am. Hope, our scientis… https://t.co/H5QsfHRxsD","New Delhi, India"
654,2020-05-09,RT @CrowRising: No Need to Show Your Papers in the #FourthReich: An Enzyme Called Luciferase Is What Makes Bill Gates' Goebbelsian #Microne…,
655,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Malmo, Sweden"
656,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…","Malmo, Sweden"
657,2020-05-09,"America shames itself, leaving the @EU &amp; #china to lead the world in search for #covid19vaccine Coronavirus: World… https://t.co/YZXYgI02zO",Washington DC
658,2020-05-09,No Need to Show Your Papers in the #FourthReich: An Enzyme Called Luciferase Is What Makes Bill Gates' Goebbelsian… https://t.co/2ZOWomnyXG,"Nonlocal, Ubiquitous"
659,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Lagos Abuja  Nigeria.
660,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",As the spirit leads
661,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Ijebu-Igbo, Nigeria"
662,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Lagos nigeria
663,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",
664,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria/k-town {KANO}
665,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Rayfield jos
666,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria
667,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Ibadan, Nigeria"
668,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria
669,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria
670,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Lagos, Nigeria"
671,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria
672,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",
673,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",
674,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","London, England."
675,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Cloud 10
676,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Lagos, Nigeria"
677,2020-05-09,"The  US under #Trump and #Pompeo has gone AWOL 

#COVID19vaccine https://t.co/n8zlfCHFnB",Spain Asturias
678,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",Kaduna Nigeria
679,2020-05-09,"RT @ANN_Newsable: Even as millions world over continue to get infected by the deadly #COVIDー19 virus, countries are scrambling to develop a…","Coimbatore,Tamilnadu,India"
680,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Lagos
681,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",Abuja
682,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Ikeja, Nigeria"
683,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",
684,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Makurdi, Nigeria"
685,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",ibadan
686,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",Abuja
687,2020-05-09,US will have vaccine by year's end: Donald Trump #DonaldTrump #COVID19Vaccine #UnitedStates https://t.co/R9RpFcWdim,Hyderabad
688,2020-05-09,"RT @HealthFinInst: Our full #COVID19 strategy for medium-term country recovery: https://t.co/bgbypIognU 
-Burden of COVID-19 and #NCD co-mo…","Washington, DC"
689,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",Lagos
690,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Afrika
691,2020-05-09,"Our full #COVID19 strategy for medium-term country recovery: https://t.co/bgbypIognU 
-Burden of COVID-19 and #NCD… https://t.co/DUT4t62BHp","Washington, DC"
692,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…","Lagos, Nigeria"
693,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",On the moon 
694,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",lagos
695,2020-05-09,"CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/Zf9RV48t3p via… https://t.co/o1MkIgMbIu",Lagos
